Id,vader_neg,vader_neu,vader_pos,vader_compound,Product_name,Review,Rating,TextBlob_polarity,TextBlob_subjectivity
24,0.03,0.837,0.133,0.7843,"Lenovo IdeaPad 3 Core i3 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) 15ITL6 Thin and Light Laptop  (15.6 inch, Arctic Grey, 1.65 kg, With MS Office)","First of all thanks to Flipkart for a faster delivery, it was under 2days. You guys are awesome. The laptop is so much slik looking and classy. It is so much premium looking. The display is great and the performance is even faster. I am a student, doing my bachelor's, so for student work it is more faster than required. I just loved the laptop. But for gaming I don't know, because I can't play games that much. Boot time is less than 6 second.",5,0.3319444444444445,0.4291666666666667
25,0.0,0.704,0.296,0.8945,"Lenovo IdeaPad 3 Core i3 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) 15ITL6 Thin and Light Laptop  (15.6 inch, Arctic Grey, 1.65 kg, With MS Office)","Good Laptop under 40k got it at 39k. Good for students,professionals not built for heavy task but normal excel power point run smoothly. Sound quality is average but audible. Overall good laptop.",4,0.2875,0.46875
26,0.0,0.493,0.507,0.8834,"Lenovo IdeaPad 3 Core i3 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) 15ITL6 Thin and Light Laptop  (15.6 inch, Arctic Grey, 1.65 kg, With MS Office)",Awesome specifications and reasonable price.. Slim and well designed.. Built quality is awesome,5,0.7333333333333334,0.8666666666666667
27,0.0,0.791,0.209,0.7003,"Lenovo IdeaPad 3 Core i3 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) 15ITL6 Thin and Light Laptop  (15.6 inch, Arctic Grey, 1.65 kg, With MS Office)","Delivery was done after 8 days after purchasing quite long time taken.but overall product is great,compitable,slim & handy.. performance is outstanding in this range.everything works fine",5,0.29333333333333333,0.5349999999999999
28,0.0,0.763,0.237,0.4215,"Lenovo IdeaPad 3 Core i3 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) 15ITL6 Thin and Light Laptop  (15.6 inch, Arctic Grey, 1.65 kg, With MS Office)",Nice product in this price range .. Go for it,5,0.6,1.0
29,0.0,0.687,0.313,0.6249,"Lenovo IdeaPad 3 Core i3 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) 15ITL6 Thin and Light Laptop  (15.6 inch, Arctic Grey, 1.65 kg, With MS Office)",Performance of this laptop is very niceDisplay quality is awesome,5,0.6,0.65
30,0.0,0.393,0.607,0.4754,"Lenovo IdeaPad 3 Core i3 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) 15ITL6 Thin and Light Laptop  (15.6 inch, Arctic Grey, 1.65 kg, With MS Office)",Very nice laptop.,5,0.78,1.0
31,0.261,0.662,0.077,-0.6527,"Lenovo IdeaPad 3 Core i3 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) 15ITL6 Thin and Light Laptop  (15.6 inch, Arctic Grey, 1.65 kg, With MS Office)",Every thing is just fine but the tn display is so annoying as always,5,-0.19166666666666668,0.7
32,0.0,0.654,0.346,0.6486,"Lenovo IdeaPad 3 Core i3 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) 15ITL6 Thin and Light Laptop  (15.6 inch, Arctic Grey, 1.65 kg, With MS Office)",Nice product in this price point I recommend you....you can go for it,5,0.6,1.0
33,0.032,0.896,0.071,0.4891,"HP Core i3 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) 15s-dy3501TU Thin and Light Laptop  (15.6 inch, Natural Silver, 1.75 kg, With MS Office)","This laptop has major scree issueviewing angle is very badI'm not going to enjoy multimedia in this pc.This os irritating.If you tilt your screen then you will see only black and white colours.Everyone told me about hp is a brand that provides better service , build Quality, coustomer satisfaction, Display and also battery.I will never think about that hp laptop comes with wrost screen experience.**For those Costomer who will read my review:-One thing that i have noticed about Hp....",4,0.14226190476190478,0.46190476190476193
34,0.0,0.709,0.291,0.8976,"HP Core i3 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) 15s-dy3501TU Thin and Light Laptop  (15.6 inch, Natural Silver, 1.75 kg, With MS Office)","It is a very good laptop, Starting speed is very fast, it starts in 2 to 3 seconds only. Everything is nice with this laptop must buy. Intel UHD graphics support is very good in this.",5,0.4466666666666666,0.7400000000000001
35,0.0,0.515,0.485,0.5719,"HP Core i3 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) 15s-dy3501TU Thin and Light Laptop  (15.6 inch, Natural Silver, 1.75 kg, With MS Office)",Nice product light weight. everything is okay.,4,0.5,0.7333333333333334
36,0.0,0.58,0.42,0.4404,"HP Core i3 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) 15s-dy3501TU Thin and Light Laptop  (15.6 inch, Natural Silver, 1.75 kg, With MS Office)",Everything is Good Must Buy,5,0.7,0.6000000000000001
37,0.0,0.263,0.737,0.4215,"HP Core i3 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) 15s-dy3501TU Thin and Light Laptop  (15.6 inch, Natural Silver, 1.75 kg, With MS Office)",Nice Product,4,0.6,1.0
38,0.237,0.49,0.273,-0.0302,"HP Core i3 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) 15s-dy3501TU Thin and Light Laptop  (15.6 inch, Natural Silver, 1.75 kg, With MS Office)",nice product everything is okay but battery power worst.otherwise no backlight.am not satisfied .i disappointed 😞 for Flipkart.,3,0.025000000000000022,0.8125
39,0.4,0.6,0.0,-0.8748,"HP Core i3 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) 15s-dy3501TU Thin and Light Laptop  (15.6 inch, Natural Silver, 1.75 kg, With MS Office)","Display so bad quality and wifi connectivity ia also poor, camera vry poor. Not UP to the mark.",1,-0.5,0.6222222222222222
40,0.0,0.715,0.285,0.4927,"HP Core i3 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) 15s-dy3501TU Thin and Light Laptop  (15.6 inch, Natural Silver, 1.75 kg, With MS Office)",Very Good pc in this price with HP Brand,5,0.9099999999999999,0.7800000000000001
41,0.0,0.213,0.787,0.5719,"HP Core i3 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) 15s-dy3501TU Thin and Light Laptop  (15.6 inch, Natural Silver, 1.75 kg, With MS Office)",Excellent 🤩🤩🤩,5,1.0,1.0
42,0.0,0.196,0.804,0.6249,"HP Core i3 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) 15s-dy3501TU Thin and Light Laptop  (15.6 inch, Natural Silver, 1.75 kg, With MS Office)",Awesome Laptop 🤩,5,1.0,1.0
43,0.0,0.549,0.451,0.8934,"ASUS VivoBook 15 (2021) Core i3 11th Gen - (4 GB/256 GB SSD/Windows 10 Home) X515EA-EJ302TS Thin and Light Laptop  (15.6 inch, Transparent Silver, 1.80 kg, With MS Office)",It's awesome for multipurpose computer very smoothly to use & worked performance is superb i like it 😋😍😇,5,0.84,0.8833333333333333
44,0.049,0.773,0.178,0.9149,"ASUS VivoBook 15 (2021) Core i3 11th Gen - (4 GB/256 GB SSD/Windows 10 Home) X515EA-EJ302TS Thin and Light Laptop  (15.6 inch, Transparent Silver, 1.80 kg, With MS Office)","First impressions are awesome ! Will update the review after some usage !Edit : Review update after a week.Well laptop is blazingly fast ! i3 11th processor rocks. SSD also makes it quick. Webcam is not that bad. I have seen worse. And I don't know why people are complaining about its display. I didn't find any problems with it so far. On the contrast, I actually liked the display. It is HD and is quite clear. Now about battery backup -So if you are using it without wifi. Then it will ...",5,0.17037037037037037,0.6537037037037037
45,0.0,0.69,0.31,0.8718,"ASUS VivoBook 15 (2021) Core i3 11th Gen - (4 GB/256 GB SSD/Windows 10 Home) X515EA-EJ302TS Thin and Light Laptop  (15.6 inch, Transparent Silver, 1.80 kg, With MS Office)",Best laptop in this segment...I like this product....but just camera is avarage quality...not so impressive.. overall I think it is a very good product in this price.,5,0.7275,0.52
46,0.11,0.599,0.29,0.6003,"ASUS VivoBook 15 (2021) Core i3 11th Gen - (4 GB/256 GB SSD/Windows 10 Home) X515EA-EJ302TS Thin and Light Laptop  (15.6 inch, Transparent Silver, 1.80 kg, With MS Office)",Value for money at this price range.1) fast fingerprint.2) camera very low quality.3) prosesor super fast.,5,0.18333333333333335,0.5641666666666667
47,0.0,0.263,0.737,0.4215,"ASUS VivoBook 15 (2021) Core i3 11th Gen - (4 GB/256 GB SSD/Windows 10 Home) X515EA-EJ302TS Thin and Light Laptop  (15.6 inch, Transparent Silver, 1.80 kg, With MS Office)",Nice looking,3,0.6,1.0
48,0.066,0.736,0.198,0.6876,"ASUS VivoBook 15 (2021) Core i3 11th Gen - (4 GB/256 GB SSD/Windows 10 Home) X515EA-EJ302TS Thin and Light Laptop  (15.6 inch, Transparent Silver, 1.80 kg, With MS Office)","Best Laptop in this price from AsusVery fast processor Performance is goodBest for students, official work and Entertainment purposes.But camera quality is not good.Overall Nice Laptop.Thankyou Asus and Flipkart.",4,0.6,0.6333333333333333
49,0.033,0.891,0.075,0.5281,"ASUS VivoBook 15 (2021) Core i3 11th Gen - (4 GB/256 GB SSD/Windows 10 Home) X515EA-EJ302TS Thin and Light Laptop  (15.6 inch, Transparent Silver, 1.80 kg, With MS Office)",Firstly the price of this laptop is quite impressive and the functions.SSDIn this range with this generation the processor is quite fast and in comparison with hdd SSD always gets an upper thumb as it makes your pc/notebook fast.BatteryIt is not as par with HP as they have 3 cell and in Asus they are 2 cell so here in the case of battery it lacks behindCamera: Really not good at all it seems like VGA camera,5,0.22000000000000003,0.5066666666666666
50,0.053,0.922,0.025,-0.3637,"ASUS VivoBook 15 (2021) Core i3 11th Gen - (4 GB/256 GB SSD/Windows 10 Home) X515EA-EJ302TS Thin and Light Laptop  (15.6 inch, Transparent Silver, 1.80 kg, With MS Office)","Read this if you're going to buy any laptopMy advice is please not to look brand in buying laptops .The laptops with same specs of brands hp,full,aver,lenovo,asus etc are same To get to for minimum cost try asusDont feel asus is not as good as hp or dellFor this laptopPros- ●high speed boot up(faster than mac pro)● intel i3 good performance if your use is home,student,and coding●extra slot for ram.if you add 8 gb ram(you can get for just 2500 in flipkart and can add it yourself)You ...",4,0.35,0.36250000000000004
51,0.0,0.787,0.213,0.9744,"ASUS VivoBook 15 (2021) Core i3 11th Gen - (4 GB/256 GB SSD/Windows 10 Home) X515EA-EJ302TS Thin and Light Laptop  (15.6 inch, Transparent Silver, 1.80 kg, With MS Office)",Best laptop under 35k just go for it I have got in 33k on sale Pro : i3 11th gen under 35 k  * Display quality is good but view angle is not so good but it's okay for me * Speaker sound is better* It's booting Time is fastKeyboard quality is goodDesign is awesomeAnd the best part is that it comes with extra slot fully confirmed by me and  asus care  you can expand upto 12gb ram there is  4gb onboard ram and extra slot you can put 8 gb there and you can upgrade hdd upto 1tb Built quali...,4,0.52,0.43999999999999995
52,0.0,1.0,0.0,0.0,"ASUS VivoBook 15 (2021) Core i3 11th Gen - (4 GB/256 GB SSD/Windows 10 Home) X515EA-EJ302TS Thin and Light Laptop  (15.6 inch, Transparent Silver, 1.80 kg, With MS Office)",Im statisfied .. valueble money,5,0.0,0.0
53,0.056,0.707,0.237,0.8268,"RedmiBook 15 e-Learning Edition Core i3 11th Gen - (8 GB/256 GB SSD/Windows 10 Home) Thin and Light Laptop  (15.6 inch, Charcoal Gray, 1.8 kg, With MS Office)",Satisfied with laptop. Performance is good. Problems came like Flickering screen and search options not worked when upgraded to windows 11 so I reverted back to 10. So better don't upgrade to windows 11 now wait for some more days.,4,0.44000000000000006,0.52
54,0.0,0.591,0.409,0.8655,"RedmiBook 15 e-Learning Edition Core i3 11th Gen - (8 GB/256 GB SSD/Windows 10 Home) Thin and Light Laptop  (15.6 inch, Charcoal Gray, 1.8 kg, With MS Office)",Thanks flipkart for the wonderful deal. Fully satisfied as of now right from timely delivery and performance.,5,0.49642857142857144,0.6839285714285714
55,0.017,0.9,0.083,0.6428,"RedmiBook 15 e-Learning Edition Core i3 11th Gen - (8 GB/256 GB SSD/Windows 10 Home) Thin and Light Laptop  (15.6 inch, Charcoal Gray, 1.8 kg, With MS Office)","Performance: Today is first day so as per performance level no issue. I am using 10-15 tab in google chrome daily basis. Battery: As per company claim 10 hours. This is only for light users. If you use movie & music then may be. Design: decent design. Display: As per price range best display. Value for money: Yes this is value for money. Today this price 39,990 but it was 37,990 while ordered this one. But i got offer in Rs. 32,490 in sale time. I will submit after some days with proper ...",5,0.25952380952380955,0.4428571428571428
56,0.064,0.641,0.295,0.8779,"RedmiBook 15 e-Learning Edition Core i3 11th Gen - (8 GB/256 GB SSD/Windows 10 Home) Thin and Light Laptop  (15.6 inch, Charcoal Gray, 1.8 kg, With MS Office)",Everything is better than other laptops of this range of price but there is only one thing is missing which the Numericals Pad. Overall performance is good. Good for using software like AutoCAD.,4,0.225,0.4464285714285715
57,0.148,0.522,0.33,0.8053,"RedmiBook 15 e-Learning Edition Core i3 11th Gen - (8 GB/256 GB SSD/Windows 10 Home) Thin and Light Laptop  (15.6 inch, Charcoal Gray, 1.8 kg, With MS Office)",Best part is design and build quality. Battery backup is superb only one problem is display is not good very bad viewing angles.,5,0.14800000000000002,0.7533333333333333
58,0.0,0.0,1.0,0.6249,"RedmiBook 15 e-Learning Edition Core i3 11th Gen - (8 GB/256 GB SSD/Windows 10 Home) Thin and Light Laptop  (15.6 inch, Charcoal Gray, 1.8 kg, With MS Office)",Awesome.,4,1.0,1.0
59,0.0,0.745,0.255,0.8505,"RedmiBook 15 e-Learning Edition Core i3 11th Gen - (8 GB/256 GB SSD/Windows 10 Home) Thin and Light Laptop  (15.6 inch, Charcoal Gray, 1.8 kg, With MS Office)",I wrote this review after the use of  45 days. I never saw a lack in this laptop and the sound quality is also good. Not heating I thought this price range recommend. Thanks for reading my review.,5,0.43333333333333335,0.39999999999999997
60,0.0,1.0,0.0,0.0,"RedmiBook 15 e-Learning Edition Core i3 11th Gen - (8 GB/256 GB SSD/Windows 10 Home) Thin and Light Laptop  (15.6 inch, Charcoal Gray, 1.8 kg, With MS Office)",nyc laptop,4,0.0,0.0
61,0.068,0.802,0.13,0.25,"RedmiBook 15 e-Learning Edition Core i3 11th Gen - (8 GB/256 GB SSD/Windows 10 Home) Thin and Light Laptop  (15.6 inch, Charcoal Gray, 1.8 kg, With MS Office)","Bought it for Trading Purpose.Except for the screen and sound quality, everything working fine, Updated to Window 11, no issues yet. Handles all the task easily. 11th gen processor 🔥",3,0.4166666666666667,0.5777777777777778
62,0.0,0.256,0.744,0.4404,"RedmiBook 15 e-Learning Edition Core i3 11th Gen - (8 GB/256 GB SSD/Windows 10 Home) Thin and Light Laptop  (15.6 inch, Charcoal Gray, 1.8 kg, With MS Office)",Overall good 👍,4,0.35,0.30000000000000004
63,0.0,0.256,0.744,0.4404,"ASUS Core i3 11th Gen - (8 GB/256 GB SSD/Windows 11 Home) X515EA-EJ312WS Thin and Light Laptop  (15.6 inch, Transparent Silver, 1.80 kg, With MS Office)",Good product,5,0.7,0.6000000000000001
64,0.0,1.0,0.0,0.0,"ASUS Core i3 11th Gen - (8 GB/256 GB SSD/Windows 11 Home) X515EA-EJ312WS Thin and Light Laptop  (15.6 inch, Transparent Silver, 1.80 kg, With MS Office)",This price range it’s super…..,5,0.0,0.0
65,0.655,0.345,0.0,-0.5849,"ASUS Core i3 11th Gen - (8 GB/256 GB SSD/Windows 11 Home) X515EA-EJ312WS Thin and Light Laptop  (15.6 inch, Transparent Silver, 1.80 kg, With MS Office)",Very bad experience,1,-0.9099999999999998,0.8666666666666667
66,0.0,0.756,0.244,0.9053,"DELL Inspiron Core i3 11th Gen - (8 GB/1 TB HDD/256 GB SSD/Windows 11 Home) Inspiron 3511 Thin and Light Laptop  (15.6 Inch, Carbon Black, 1.8 Kgs, With MS Office)",Laptop is amazing and sleek. Good for day-to-day use.SSD really helps in boosting the performance however do buy a laptop stand as it may heat up otherwise.Boots-up in around 30 secs. Windows 11 licensed is pre-installed. Works smoothly for not so heavy users.,5,0.33999999999999997,0.54
67,0.0,1.0,0.0,0.0,"DELL Inspiron Core i3 11th Gen - (8 GB/1 TB HDD/256 GB SSD/Windows 11 Home) Inspiron 3511 Thin and Light Laptop  (15.6 Inch, Carbon Black, 1.8 Kgs, With MS Office)",Nyce product,4,0.0,0.0
68,0.0,0.0,1.0,0.5719,"DELL Inspiron Core i3 11th Gen - (8 GB/1 TB HDD/256 GB SSD/Windows 11 Home) Inspiron 3511 Thin and Light Laptop  (15.6 Inch, Carbon Black, 1.8 Kgs, With MS Office)",Excellent,5,1.0,1.0
69,0.0,0.263,0.737,0.4215,"DELL Inspiron Core i3 11th Gen - (8 GB/1 TB HDD/256 GB SSD/Windows 11 Home) Inspiron 3511 Thin and Light Laptop  (15.6 Inch, Carbon Black, 1.8 Kgs, With MS Office)",Nice one,4,0.6,1.0
70,0.125,0.725,0.15,0.1265,"DELL Inspiron Core i3 11th Gen - (8 GB/1 TB HDD/256 GB SSD/Windows 11 Home) Inspiron 3511 Thin and Light Laptop  (15.6 Inch, Carbon Black, 1.8 Kgs, With MS Office)",Good  performing laptopBut less port option Doesn't have rj45 and type c portAnd display isn't bright enough,3,0.30833333333333335,0.4916666666666667
71,0.0,1.0,0.0,0.0,"DELL Inspiron Core i3 11th Gen - (8 GB/1 TB HDD/256 GB SSD/Windows 11 Home) Inspiron 3511 Thin and Light Laptop  (15.6 Inch, Carbon Black, 1.8 Kgs, With MS Office)",Awesome.I edited my review after 10 days of using.Performance DisplayBatterySsdHdd....... everything is mind blowing...,5,0.0,0.0
72,0.0,0.263,0.737,0.4215,"DELL Inspiron Core i3 11th Gen - (8 GB/1 TB HDD/256 GB SSD/Windows 11 Home) Inspiron 3511 Thin and Light Laptop  (15.6 Inch, Carbon Black, 1.8 Kgs, With MS Office)",Nice product,5,0.6,1.0
73,0.0,0.92,0.08,0.3291,"DELL Inspiron Core i3 11th Gen - (8 GB/1 TB HDD/256 GB SSD/Windows 11 Home) Inspiron 3511 Thin and Light Laptop  (15.6 Inch, Carbon Black, 1.8 Kgs, With MS Office)",Laptop display is perfect & fastly moved in precess but late for deliver.Best budget laptop for coding dell Inspiron 3511 256sdd/1TB hdd:-42490/-Value for Money 💰.Battery is normal 4to5 hrs.,5,0.26249999999999996,0.7125
74,0.0,0.256,0.744,0.4404,"DELL Inspiron Core i3 11th Gen - (8 GB/1 TB HDD/256 GB SSD/Windows 11 Home) Inspiron 3511 Thin and Light Laptop  (15.6 Inch, Carbon Black, 1.8 Kgs, With MS Office)",Better option,4,0.5,0.5
75,0.0,0.208,0.792,0.5859,"DELL Inspiron Core i3 11th Gen - (8 GB/1 TB HDD/256 GB SSD/Windows 11 Home) Inspiron 3511 Thin and Light Laptop  (15.6 Inch, Carbon Black, 1.8 Kgs, With MS Office)",Brilliant Laptop 😍,5,0.9,1.0
76,0.0,0.718,0.282,0.5984,"HP Ryzen 3 Dual Core 3250U - (8 GB/256 GB SSD/Windows 10 Home) 15s-GY0501AU Thin and Light Laptop  (15.6 inch, Natural Silver, 1.69 kg, With MS Office)",This is thing I want to be...It s worked suprb fast due to ssd Value for money really worth it,4,0.125,0.35833333333333334
77,0.0,0.651,0.349,0.8953,"HP Ryzen 3 Dual Core 3250U - (8 GB/256 GB SSD/Windows 10 Home) 15s-GY0501AU Thin and Light Laptop  (15.6 inch, Natural Silver, 1.69 kg, With MS Office)","I writing review for this product after same day used. It's really good laptop for all purposes.. attractive design, good performance etc..On time delivery.. thank you flipkart..😊😊",5,0.55,0.58125
